"Time","Grouped CPU Load"
2025-04-03 11:17:45,63.8%
2025-04-03 11:17:50,67.1%
2025-04-03 11:17:55,61.8%
2025-04-03 11:18:00,64.6%
2025-04-03 11:18:05,64.9%
2025-04-03 11:18:10,64.8%
2025-04-03 11:18:15,64.1%
2025-04-03 11:18:20,66.6%
2025-04-03 11:18:25,75.3%
2025-04-03 11:18:30,60.0%
2025-04-03 11:18:35,68.4%
2025-04-03 11:18:40,74.5%
2025-04-03 11:18:45,53.0%
2025-04-03 11:18:50,77.0%
2025-04-03 11:18:55,71.6%
2025-04-03 11:19:00,55.9%
2025-04-03 11:19:05,81.5%
2025-04-03 11:19:10,69.8%
2025-04-03 11:19:15,54.9%
2025-04-03 11:19:20,83.0%
2025-04-03 11:19:25,52.7%
2025-04-03 11:19:30,69.3%
2025-04-03 11:19:35,62.6%
2025-04-03 11:19:40,66.2%
2025-04-03 11:19:45,65.9%
2025-04-03 11:19:50,62.7%
2025-04-03 11:19:55,68.1%
2025-04-03 11:20:00,64.1%
2025-04-03 11:20:05,57.8%
2025-04-03 11:20:10,63.6%
2025-04-03 11:20:15,68.1%
2025-04-03 11:20:20,60.9%
2025-04-03 11:20:25,67.7%
2025-04-03 11:20:30,63.1%
2025-04-03 11:20:35,55.2%
2025-04-03 11:20:40,71.9%
2025-04-03 11:20:45,76.2%
2025-04-03 11:20:50,51.7%
2025-04-03 11:20:55,77.2%
2025-04-03 11:21:00,66.5%
2025-04-03 11:21:05,48.9%
2025-04-03 11:21:10,82.6%
2025-04-03 11:21:15,67.8%
2025-04-03 11:21:20,51.5%
2025-04-03 11:21:25,83.3%
2025-04-03 11:21:30,61.7%
2025-04-03 11:21:35,68.0%
2025-04-03 11:21:40,64.5%
2025-04-03 11:21:45,61.4%
2025-04-03 11:21:50,82.6%
2025-04-03 11:21:55,59.6%
2025-04-03 11:22:00,57.5%
2025-04-03 11:22:05,82.6%
2025-04-03 11:22:10,60.0%
2025-04-03 11:22:15,58.7%
2025-04-03 11:22:20,81.9%
2025-04-03 11:22:25,52.5%
2025-04-03 11:22:30,72.0%
2025-04-03 11:22:35,62.0%
2025-04-03 11:22:40,65.2%
2025-04-03 11:22:45,56.2%
