"Time","Grouped CPU Load"
2025-04-03 12:50:00,63.2%
2025-04-03 12:50:05,58.4%
2025-04-03 12:50:10,63.9%
2025-04-03 12:50:15,61.0%
2025-04-03 12:50:20,63.0%
2025-04-03 12:50:25,62.1%
2025-04-03 12:50:30,63.9%
2025-04-03 12:50:35,63.9%
2025-04-03 12:50:40,62.3%
2025-04-03 12:50:45,64.0%
2025-04-03 12:50:50,61.3%
2025-04-03 12:50:55,61.9%
2025-04-03 12:51:00,64.5%
2025-04-03 12:51:05,60.0%
2025-04-03 12:51:10,47.3%
2025-04-03 12:51:15,66.3%
2025-04-03 12:51:20,63.3%
2025-04-03 12:51:25,60.2%
2025-04-03 12:51:30,62.6%
2025-04-03 12:51:35,62.9%
2025-04-03 12:51:40,62.5%
2025-04-03 12:51:45,66.4%
2025-04-03 12:51:50,63.5%
2025-04-03 12:51:55,62.3%
2025-04-03 12:52:00,62.5%
2025-04-03 12:52:05,66.2%
2025-04-03 12:52:10,75.0%
2025-04-03 12:52:15,60.2%
2025-04-03 12:52:20,51.6%
2025-04-03 12:52:25,77.3%
2025-04-03 12:52:30,66.3%
2025-04-03 12:52:35,48.7%
2025-04-03 12:52:40,83.0%
2025-04-03 12:52:45,71.5%
2025-04-03 12:52:50,53.5%
2025-04-03 12:52:55,73.5%
2025-04-03 12:53:00,72.7%
2025-04-03 12:53:05,45.0%
2025-04-03 12:53:10,66.5%
2025-04-03 12:53:15,73.6%
2025-04-03 12:53:20,48.7%
2025-04-03 12:53:25,74.3%
2025-04-03 12:53:30,80.9%
2025-04-03 12:53:35,47.1%
2025-04-03 12:53:40,75.8%
2025-04-03 12:53:45,72.1%
2025-04-03 12:53:50,56.8%
2025-04-03 12:53:55,62.7%
2025-04-03 12:54:00,77.2%
2025-04-03 12:54:05,51.1%
2025-04-03 12:54:10,67.6%
2025-04-03 12:54:15,79.9%
2025-04-03 12:54:20,49.7%
2025-04-03 12:54:25,59.2%
2025-04-03 12:54:30,82.8%
2025-04-03 12:54:35,56.0%
2025-04-03 12:54:40,57.6%
2025-04-03 12:54:45,81.3%
2025-04-03 12:54:50,53.8%
2025-04-03 12:54:55,51.7%
2025-04-03 12:55:00,71.7%
