"Time","Grouped CPU Load"
2025-04-03 10:09:05,36.2%
2025-04-03 10:09:10,58.5%
2025-04-03 10:09:15,57.8%
2025-04-03 10:09:20,63.1%
2025-04-03 10:09:25,57.2%
2025-04-03 10:09:30,54.6%
2025-04-03 10:09:35,57.9%
2025-04-03 10:09:40,61.5%
2025-04-03 10:09:45,64.0%
2025-04-03 10:09:50,63.9%
2025-04-03 10:09:55,64.4%
2025-04-03 10:10:00,63.9%
2025-04-03 10:10:05,59.2%
2025-04-03 10:10:10,62.6%
2025-04-03 10:10:15,62.2%
2025-04-03 10:10:20,64.0%
2025-04-03 10:10:25,62.6%
2025-04-03 10:10:30,64.7%
2025-04-03 10:10:35,63.3%
2025-04-03 10:10:40,64.4%
2025-04-03 10:10:45,65.2%
2025-04-03 10:10:50,63.6%
2025-04-03 10:10:55,64.0%
2025-04-03 10:11:00,63.9%
2025-04-03 10:11:05,60.7%
2025-04-03 10:11:10,64.3%
2025-04-03 10:11:15,63.6%
2025-04-03 10:11:20,63.1%
2025-04-03 10:11:25,64.9%
2025-04-03 10:11:30,62.4%
2025-04-03 10:11:35,63.1%
2025-04-03 10:11:40,64.6%
2025-04-03 10:11:45,60.7%
2025-04-03 10:11:50,62.8%
2025-04-03 10:11:55,64.9%
2025-04-03 10:12:00,64.6%
2025-04-03 10:12:05,58.2%
2025-04-03 10:12:10,63.7%
2025-04-03 10:12:15,55.2%
2025-04-03 10:12:20,58.5%
2025-04-03 10:12:25,57.5%
2025-04-03 10:12:30,59.7%
2025-04-03 10:12:35,57.5%
2025-04-03 10:12:40,59.6%
2025-04-03 10:12:45,60.3%
2025-04-03 10:12:50,66.0%
2025-04-03 10:12:55,64.1%
2025-04-03 10:13:00,62.7%
2025-04-03 10:13:05,58.3%
2025-04-03 10:13:10,61.5%
2025-04-03 10:13:15,63.2%
2025-04-03 10:13:20,63.1%
2025-04-03 10:13:25,63.6%
2025-04-03 10:13:30,63.4%
2025-04-03 10:13:35,63.4%
2025-04-03 10:13:40,63.1%
2025-04-03 10:13:45,64.3%
2025-04-03 10:13:50,59.5%
2025-04-03 10:13:55,63.9%
2025-04-03 10:14:00,51.9%
2025-04-03 10:14:05,57.2%
